,word,arabic,hungarian,indonesian,vietnamese,turkish,ico_vietnamese,ico_hungarian,ico_indonesian,ico_arabic,ico_turkish,ico_english,ico_rating_2022,ico_rating_2017,
18129,mais,سيكلفك,oui,Leveau,Tiếng,oui,0.396301957521136,0.402069558584993,0.387327161253687,0.373453301545001,0.404430808515215,0.396216029855473,,,
18131,deleterious,ضار,káros,merusak,bệnh_tình,zararlı,0.596871464866672,0.590306632025486,0.606741074057334,0.557220405112321,0.596902866666775,0.613067954163484,,,
18134,whitey,وايتي,Whitey,Whitey,Whitey,beyazlar,0.49847578272803,0.493157891300401,0.495373387536369,0.497097510516331,0.4850802357558,0.495815207328419,,,
18138,rainbows,قزح,szivárvány,pelangi,cầu_vồng,gökkuşağı,0.551855837413843,0.509650515321134,0.539080412406357,0.570308468350015,0.522126420656179,0.527677987633077,,,
18139,powders,المساحيق,porok,bubuk,bột,tozları,0.543456047776499,0.551814110392698,0.546383179319752,0.540405930119269,0.553512401890923,0.54735639029664,,,
18141,drenched,منقوع,eláztam,kuyup,ướt,sırılsıklam,0.646648770986406,0.628082760577954,0.639825558638872,0.645677457490824,0.617470840041544,0.642663912932255,,,
18150,rook,الرخ,bástyát,benteng,xe,kale,0.430511135460367,0.478981221024013,0.481280253054258,0.491949553816737,0.481082231143431,0.481038703840231,4.3,,
18152,tempting,مغري,csábító,menggoda,hấp_dẫn,cazip,0.659108648236382,0.664701726095354,0.668645726632845,0.63693057527908,0.649326447412486,0.672929057219912,3.5,,
18157,sloth,الكسلان,lajhár,kemalasan,lười,miskin,0.514360073679486,0.508979903368606,0.48911231956722,0.492474277695111,0.500300925458717,0.510636015076723,4.7,1.1,
18158,cleanse,تطهير,megtisztítsa,membersihkan,sạch,arındırmak,0.542869517724069,0.574800047192846,0.567645949779477,0.547177204882979,0.564527517383623,0.554955067084695,4.9,,
18159,waive,التنازل,Lemondok,melepaskan,khước_từ,feragat,0.491303913238566,0.513886037019956,0.519174299785263,0.511659714979698,0.504929021151104,0.47816238851817,,,
18162,punks,الأشرار,punkok,berandalan,du_côn,serseriler,0.566665178719169,0.561960039962719,0.530450484811734,0.534439615437945,0.539380824590303,0.559354235830974,,,
18172,devour,تلتهم,felfalják,melahap,nuốt_chửng,yalayıp,0.622076160698844,0.615342749857243,0.61623432887836,0.615434327389384,0.616725399989963,0.61730764957873,6,,
18174,galloping,الراكض,vágtázik,berlari,phi_ngựa,nala,0.60243244320659,0.577788322288655,0.587504740081409,0.588523723485997,0.596602419658633,0.591062403772158,,,
18193,grievous,لتطهير,vétkem,pedih,sai_lầm,yaralama,0.544536974173374,0.541206697577531,0.540981581451809,0.540357097622172,0.54088190980389,0.537777551069632,3.09090909090909,,
18197,kinsmen,أقربائك,rokonok,saudara,thit,akrabalarınız,0.459473030212679,0.483630103417852,0.485329924805826,0.482892944005052,0.500037144281396,0.500380713791453,,,
18201,industrious,كادح,szorgalmas,rajin,siêng_năng,çalışkan,0.544793801895089,0.543160511804041,0.538712972892975,0.509833980139906,0.539781129143841,0.553276937320293,,,
18202,giver,مانح,adakozó,pemberi,thu_nhặt,Aktarıcı,0.553659581292965,0.55709543659296,0.5569791389553,0.534552848287371,0.54533727402847,0.554645113214133,,,
18208,bluntly,صريح,nyersen,terang,nói_thẳng,dobra,0.546308468827477,0.541215902474121,0.548543855797914,0.533907783582959,0.544406227203799,0.540156254551963,,,
18213,disembark,بالنزول,partraszállásra,turun,bờ,karaya,0.47405808829743,0.526182621133845,0.528184272439144,0.524596818793604,0.523106337752752,0.532464188771418,,,
18214,hippies,الهيبيز,hippik,hippie,hippy,hippiler,0.56170512556978,0.542309574609026,0.549099746725639,0.544232265628242,0.547398276829586,0.549275743645513,,,
18220,superstitions,الخرافات,babonák,takhayul,mê_tín,batıl,0.544277048888512,0.55349646211864,0.561330744722802,0.560834386776667,0.549682362980893,0.553775806858959,,,
18223,cocks,الديوك,kakasok,ayam,cu,Horozlar,0.573390884467708,0.494727700955201,0.51074793345845,0.49847848574584,0.502132075110239,0.511692294272966,,,
18234,flake,رقاقة,flúgos,serpihan,bông,pul,0.540356804207592,0.503177866218659,0.485512155009343,0.540003097476259,0.530954347775837,0.51372697627532,5,1,
18238,faraway,البعيدة,távoli,jauh,xa_xôi,Uzaklardan,0.514546107692562,0.504179978564786,0.515709144151511,0.504821772023309,0.488520876653713,0.507911644205813,,,
18249,astray,الضلال,tévútra,tersesat,lạc,sapmış,0.502536940951806,0.499723790388003,0.481977928955985,0.493303499957662,0.494630088462601,0.494223269073399,,,
18254,horrifying,مرعب,rémisztő,mengerikan,khủng_khiếp,korkunçtu,0.662288947874758,0.662595838970228,0.663645715211936,0.635317360488675,0.662135491843312,0.662565021311237,,,
18257,hoses,خراطيم,csöveket,selang,vòi_rồng,hortumlar,0.591754685108875,0.580411399730943,0.588455416894304,0.587806937932839,0.585391794793408,0.585047368572103,,,
18260,binge,الصاخب,mértéktelen,pesta,chè_chén,alem,0.579198491669616,0.572460771243736,0.581327251068988,0.576666361511393,0.581587237112098,0.57420523211302,,,
18261,tusk,ناب,rozmár,Tusk,ngà,aygırı,0.43040309386482,0.449781439117546,0.461265659485339,0.473054002214292,0.443762333103981,0.45107288395024,4.9,,
18274,rifleman,رامي,lövész,utamamu,súng_trường,üncü,0.432079722991152,0.432010048414253,0.435874166875209,0.447784941677573,0.447963574058324,0.420223005751479,,,
18282,rooting,أشجع,drukkolok,mendukungmu,ủng_hộ,destekliyoruz,0.59938867339719,0.616945320487888,0.601221583533407,0.603359504875362,0.601583185360651,0.606970787450089,,,
18285,wiser,حكمة,bölcsebb,bijaksana,khôn_ngoan,bilge,0.561188208743822,0.556493092521062,0.559222608079525,0.534858413497461,0.567779371602735,0.560844102957655,,,
18286,jest,الدعابة,tréfából,bercanda,đùa,zehirleme,0.491708331321466,0.457759616738671,0.465809268390885,0.46934957676156,0.460942837750887,0.469159400629832,,,
18295,carburetor,المكربن,karburátor,karburator,bộ,karbüratör,0.450935812808042,0.424045995380935,0.427851258869949,0.42188327504142,0.428864069220138,0.422509789643062,3.90909090909091,,
18296,canceling,إلغاء,Lemondom,membatalkan,hủy,iptal,0.575731095541,0.616814437433835,0.612361076923868,0.589968491288768,0.606228180909713,0.616439257673633,,,
18297,blinds,الستائر,redőnyt,tirai,rèm,Panjurları,0.635303614412304,0.637620863102027,0.636923044137474,0.636670792444012,0.631924472121179,0.638726851434224,,,
18299,chatting,الدردشة,csevegni,mengobrol,tán_gẫu,sohbet,0.590424730008001,0.578922428183842,0.571658007431781,0.581332862443552,0.579147447695122,0.579595110953365,,,
18302,conveyance,النقل,énrám,kendaraan,phương_tiện,Fortinbras,0.556329272552249,0.550943197520438,0.562797329878424,0.540790896867143,0.561361309332326,0.55815486895836,,,
18304,wigs,المستعار,parókát,wig,giả,peruk,0.572206810829487,0.5887672958856,0.603150282270653,0.576343678160805,0.599184413490763,0.592035237600602,,,
18305,sanitarium,المصحة,szanatóriumba,sanatorium,viện,sanatoryuma,0.491950949406612,0.474993199346396,0.483316382268253,0.480615137719553,0.485333113783724,0.479507519299142,3.83333333333333,,
18310,hillbilly,المتخلف,paraszt,dusun,nhà_quê,köylü,0.59311002036805,0.571808458254822,0.577401895014449,0.54666825478643,0.581182959723613,0.558899408923788,,,
18312,softening,يلين,megpuhítja,pelunakan,chứa,yumuşatıyor,0.572938841495079,0.602816519815905,0.602240346301217,0.604329502187955,0.606258739040819,0.601227132165612,,,
18313,docile,مطيعة,engedelmes,jinak,ngoan_ngoãn,uysal,0.605092540504493,0.605754247382331,0.596425765110754,0.579072006418812,0.603013834129281,0.597787869677255,4.3,,
18315,usurp,اغتصاب,bitorolni,merebut,soán,gasp,0.480811500002528,0.517806368525883,0.508027507732427,0.508087416032658,0.49241344148934,0.493929473597531,,,
18320,uns,تلزم,Fahne,critter,áo,memeler,0.455488988576053,0.417057852139619,0.411032888437484,0.427903161399767,0.412151214976467,0.43043028936263,,,
18325,frighten,تخيفني,megijeszteni,menakut-nakuti,sợ,korkutmak,0.584117126375597,0.650894581160642,0.643930032053612,0.64725404810065,0.646277663987409,0.644611253139655,,,
18333,primeval,البدائية,Vesta,purba,lắng_dịu,ilkel,0.489527367364118,0.485518822118765,0.48412266238272,0.48495284124743,0.488899297458395,0.480251473458326,,,
18350,pomegranate,الرمان,gránátalma,delima,lựu,nar,0.508979904130814,0.464776267780838,0.484713344845984,0.49100551158789,0.510067308961862,0.467650706414062,3.4,,
18351,pulley,البكرة,csiga,katrol,ròng_rọc,makara,0.521482733794482,0.521777431379632,0.523715823469952,0.530138535271789,0.504063430927539,0.522132807127205,4.1,,
18355,pups,الجراء,kölykök,ekor,cún,yavrular,0.497920837436475,0.479248104125578,0.492476724169659,0.493696487913823,0.481607807553747,0.484361710039692,,,
18362,cheesy,مبتذل,nyálas,murahan,sến,dandik,0.623892886885523,0.623217600727381,0.612817750641256,0.634916087075407,0.612030640993078,0.622761098372779,6,0.928571429,
18363,receding,يتراجع,távolodik,surut,xa,vapur,0.53383006078433,0.556221049103511,0.553587499474638,0.56703359297229,0.560342311660097,0.554918055900935,,,
18368,moonshine,القمر,Holdfény,nonsen,lậu,kaçak,0.585434370794839,0.528881310388275,0.535978518623941,0.552923386344624,0.547878143973035,0.531354000395455,3.6,,
18378,pant,بانت,szárát,celana,quần,pantolonunun,0.384276552072685,0.378444799082295,0.380463809720286,0.386729365569665,0.372581752381962,0.379549375092025,3.3,1.416666667,
18381,stilts,ركائز,gólyalábon,panggung,cà_kheo,cambaz,0.530051976487319,0.491930181270555,0.519941909823962,0.530876995649065,0.529718185342299,0.502556330259107,,,
18385,whittle,الخشب,faragni,mengurangi,hãy_giản,yontarım,0.496702555263794,0.497456375918227,0.487207703053783,0.495867361387003,0.48407064149922,0.498892438237322,5.4,,
18387,quirk,هوس,szokását,ciri,tật,acayiplik,0.552288820778767,0.552604770591076,0.570941319670187,0.560274802513582,0.550274865272089,0.555651799870918,5.2,,
18393,howl,عواء,vonyítani,melolong,hú,ulumaya,0.662454841446127,0.576370733310858,0.587776769191134,0.619145646301366,0.582754378747632,0.609914622015503,,4,
18394,bystander,متفرج,szemlélő,pengamat,người_ngoài,seyirci,0.605415216037933,0.604813757015798,0.602512043576805,0.598383722946629,0.606957079186626,0.601177242414871,,,
18403,swayed,تمايل,megingott,terpengaruh,lung_lay,sallandı,0.635427326812011,0.675968003674396,0.663154093112455,0.62784859860249,0.659038818635944,0.649992937105446,5.3,,
18408,watchmaker,صانع,órás,pembuat,đồng_hồ,saatçi,0.459061192190148,0.449456186484318,0.441983484650359,0.450060617086403,0.451320743349716,0.447713095713488,,,
18411,puzzling,محير,ejtő,membingungkan,bối_rối,karıştırıcı,0.637883925332703,0.644874088727382,0.662414700254446,0.615773275543852,0.653387505269122,0.647317075820444,,,
18412,womanhood,الأنوثة,nőiesség,kewanitaan,đàn_bà,kadınlığın,0.513747673023608,0.50661498894896,0.514316707997003,0.513114284117747,0.512944376245298,0.501907163610557,3.81818181818182,,
18416,lewd,فاسقة,erkölcstelen,cabul,dâm_dục,müstehcen,0.588478386676957,0.581351192123754,0.576785080811617,0.563878388324556,0.582358721523288,0.562511630312269,4.2,,
18420,pontiff,البابا,pápa,Paus,Đức_Cha,başrahip,0.428937168630561,0.417965474542784,0.422003269958504,0.431520094829306,0.428129436116409,0.427657133629769,,,
18425,gruff,الخشن,mogorva,kasar,cộc_cằn,huysuz,0.610186923889767,0.603335814703559,0.614470371498224,0.605328993767495,0.599504548372116,0.618434218451029,4.81818181818182,,
18428,blatantly,صارخ,otromba,terang-terangan,rõ_ràng,pervasızca,0.633919247255041,0.642777281244417,0.650090327747193,0.608385521725913,0.644834809939888,0.647351958800475,,,
18429,willful,المتعمد,akaratos,disengaja,cố_ý,kasıtlı,0.540731064684573,0.590839086847391,0.596543925272358,0.589662637477036,0.586050643472355,0.578080195280308,4.3,,
18451,whaler,الحيتان,bálnavadász,paus,cá_voi,balina,0.48547533925294,0.454033444177781,0.485454980514969,0.463399172513021,0.474313332402587,0.484314944878596,,,
18456,enchanting,ساحرة,elbűvölő,mempesona,quyến_rũ,büyüleyici,0.587817585211257,0.580979257700924,0.578537650614882,0.580423010138253,0.578822931555822,0.575114335390014,4.5,,
18471,necklaces,القلادات,nyakláncok,kalung,cổ,kolyeler,0.500574537787281,0.526468835820744,0.542657070674229,0.532516983042388,0.537497336305788,0.52772025524988,,,
18474,seducing,إغواء,elcsábítani,merayu,quyến_rũ,baştan,0.619826432012766,0.623182579109589,0.621971092034655,0.615245426212627,0.618972631935909,0.621620416257786,,,
18476,peso,بيزو,pesót,Kamiberanidankamiakan,giá,pezo,0.436011335611199,0.396839511910103,0.388097867954149,0.402135108558662,0.399451818698553,0.392853634365252,3.3,,
18481,strayed,ضل,letért,tersesat,lạc,saptı,0.567764639632091,0.581739719244733,0.572610854423491,0.554090008464916,0.583694681112,0.582398651827717,,,
18484,carcinogenic,للسرطان,karcinogén,kanker,ung_thư,kanserojen,0.485295975835159,0.500540997309299,0.495564995687845,0.492960470598916,0.500613734540667,0.491036737502389,,,
18487,incision,شق,bemetszést,sayatan,rạch,kesik,0.5170227029175,0.480476282532645,0.487540099781025,0.545504218095758,0.495133439672367,0.480426630859281,3.5,,
18492,cleanly,نظيف,tisztán,bersih,gọn_gàng,temizdi,0.592801448092839,0.58434720979848,0.587487448697459,0.600238044228983,0.585188069698047,0.587909533972461,4.7,,
18499,coerce,إجبار,kényszeríteni,memaksa,ép_buộc,zorlamadın,0.589831716674819,0.617267175785866,0.595666954302345,0.547892673945543,0.597658143286151,0.561848458881553,2.8,,
18505,jeweler,الصائغ,ékszerész,perhiasan,kim_hoàn,kuyumcu,0.469825851038162,0.457890157746605,0.463067471580425,0.465753197009526,0.471684929660118,0.480882942872159,4.1,,
18512,neurosurgeon,أعصاب,idegsebész,bedah,thần_kinh,cerrahı,0.391757067161313,0.389010224444744,0.39691472788673,0.39060850711069,0.394708916769686,0.39169450803772,,,
18514,reparation,كتعويض,Lehetséges-e,reparasi,hoàn_lương,tazminat,0.51892336652338,0.534692872564751,0.529153606480623,0.48558974127321,0.518143412431695,0.528601432106988,,,
18526,perverted,منحرف,perverz,sesat,biến_thái,sapık,0.625844213477844,0.622027339272983,0.621068133914892,0.612792130824926,0.62342212367364,0.617888574327433,,,
18528,stitching,الخياطة,varrás,jahitan,khâu,dikiş,0.542096190075829,0.549000577283781,0.542667890331668,0.547284025152177,0.5430633429815,0.533996106433639,,,
18529,matrimonial,الزوجية,házassági,perkawinan,Incan,Evlilik,0.451932909469636,0.463000173667955,0.46520639568427,0.454918693666886,0.458025443088857,0.463221286827647,,,
18544,tiring,متعب,fárasztó,melelahkan,mệt_mỏi,yorucu,0.657381100802486,0.65053202719051,0.648173645723506,0.642471911564548,0.657826038829483,0.653153259261551,,,
18549,condom,الواقي,óvszert,kondom,bao,Kondom,0.476622440271184,0.486230336073114,0.49519119879993,0.484879654130301,0.49000359193999,0.486735067333148,2.9,,
18554,tangle,تشابك,kusza,kusut,rối,arapsaçı,0.581795091981405,0.577352328904298,0.570786320003366,0.579445456595011,0.55714719708651,0.562304518766454,4.7,,
18565,averse,كارهاً,idegenkedem,konflik,canh_phòng,isteksiz,0.623348971502475,0.65387383444404,0.636867658226609,0.601054404351993,0.636525908614378,0.597628863209289,3.18181818181818,,
18567,flashlight,المصباح,zseblámpát,senter,đèn_pin,feneri,0.574271696394406,0.55138031136072,0.580303925420572,0.580388796189408,0.574985808120877,0.570333595081897,5.72727272727273,,
18568,permanence,دوام,állandóság,permanen,vĩnh_cửu,kalıcılık,0.544503329928492,0.579886209907318,0.574668454914275,0.543072322974548,0.571943375831725,0.568368058290182,,,
18571,inquiring,يستفسر,érdeklődött,bertanya,hỏi_thăm,araştırıyordu,0.62795766338333,0.646599367121175,0.631556840540961,0.63419038708168,0.640359996443181,0.639302136510985,,,
18572,hauls,بسحبك,fuvarja,tangkapan,vận_chuyển,Yılanı,0.440438231361529,0.43697902313852,0.437252696551235,0.44101774120253,0.436269709326049,0.44262896118063,,,
18580,boyfriends,أصدقائهن,pasiját,pacar,trai,sevgilileri,0.593843674469724,0.574462000537906,0.582000274571626,0.561275166054106,0.548532841327912,0.558118851851876,,,
18587,aye,بحمد,-lgenis,knicht,rõ,emredersiniz,0.481974037844979,0.41100213131128,0.415785710964054,0.44557225561459,0.40028855964379,0.452628418086434,4.7,1.727272727,
18591,strangle,خنق,megfojtani,mencekik,bóp_cổ,boğmaya,0.598412950508055,0.58003895258266,0.577307651047725,0.579764857040866,0.583328129892239,0.583849599281974,,1.285714286,
18600,refitting,تجهيز,javítás,Mendesain,trang_bị,geçirteceğim,0.470095956658588,0.479954092940327,0.480380228199314,0.470415792737743,0.475632323627033,0.482756663348049,,,
18612,cherish,نعتز,becsben,menghargai,trân_trọng,bağrıma,0.548046287712107,0.54020211924653,0.534345685860581,0.528338497008298,0.537104991282958,0.542769481167469,2.5,,
18614,precept,تؤيد,Tartsd,pedoman,châm_ngôn,prensibi,0.453681663683765,0.455707395791862,0.458470969080414,0.43687677746167,0.459676165286454,0.448262250983639,,,
18615,sweetest,أحلى,legédesebb,manis,ngọt_ngào,tatlısı,0.571622121473918,0.51416407733688,0.564561715475356,0.57950625451203,0.544198256539478,0.541478418909462,,,
18618,defenseless,أعزل,védtelen,berdaya,tự_vệ,savunmasız,0.587661501668402,0.617053660970557,0.604222329832159,0.587068690473847,0.611705514285948,0.620405179551656,,,
18625,aberration,انحراف,rendellenesség,penyimpangan,đột_biến,sapma,0.532075298775379,0.539633024941235,0.536253235846689,0.535422407737122,0.529014980474873,0.530323487472777,,,
18626,avowed,تُدركون,közismerten,pemeliharaannya,chủ_nghĩa,kaçamağınız,0.510365079832603,0.569385926387847,0.566637008495856,0.53421846960503,0.558351349636027,0.535623592630216,,,
18631,bandages,الضمادات,kötést,perban,băng,bandaj,0.621917840076926,0.59313355567334,0.608381276015261,0.585452634656213,0.603272015064635,0.586483366033076,,,
18636,walkin,والمشي,Felirat,tida,♫,Yürüyorum,0.238643562982737,0.527674647615,0.555146334019331,0.527477229938523,0.509278354630149,0.54878548960311,,,
18648,perishable,للتلف,romlandó,tahan,hỏng,bozulabilir,0.53467633956128,0.560195327945189,0.564028971217246,0.560854000492677,0.563665585110166,0.561056191822811,,,
18663,hypocritical,النفاق,képmutató,munafik,giả,ikiyüzlü,0.572859667224653,0.631848664505469,0.626853657954317,0.621984846747602,0.626043324865045,0.627363775924049,3.1,,
18668,embarrass,تحرجني,zavarba,mempermalukan,xấu_hổ,utandırmak,0.540441124167641,0.55640482867077,0.557440688694888,0.549085045165192,0.556483733889365,0.558059489306548,2.9,,
18672,sixpence,بنسات,penny,enam,đồng,peni,0.495492746869945,0.463600581522314,0.458621996071346,0.474061024799689,0.470675411278553,0.433333094781253,,,
18682,fireproof,للحريق,tűzbiztos,api,lửa,dayanıklı,0.522798533196342,0.497704325919683,0.525140595273592,0.526972174119723,0.509502805220141,0.510986193783559,3.1,,
18687,specs,المواصفات,szemüveg,spesifikasi,thông_số,özelliklerini,0.504743337904225,0.487988425227584,0.485342953045631,0.476640617346767,0.475249311765431,0.49551318407559,3,,
18689,barman,الساقي,csapos,pelayan,quầy,barmen,0.509659063686731,0.489641751961969,0.460318748171266,0.466254968766729,0.467504888099117,0.470080113225459,,,
18696,selfishness,الأنانية,önzés,keegoisan,ích_kỷ,bencillik,0.620517655620302,0.625063247439913,0.63330949147464,0.64237599767654,0.626996043536346,0.62244741115349,,,
18699,tremor,هزة,remegés,getaran,chấn_động,sarsıntı,0.503878232422196,0.501800105051704,0.500920548577711,0.521843924544589,0.497416489358512,0.506334034817585,5,,
18700,lumbering,الألبسة,lomha,lamban,phố,hantal,0.509845143056042,0.545899785102229,0.547902044452696,0.540951375958792,0.547359222383086,0.546440038206265,4,,
18701,paddling,التجديف,evezni,mengayuh,chèo,kürek,0.559241570815824,0.545284669266003,0.546092352341513,0.540861216669549,0.553396545288043,0.546180839839674,,,
18707,scavengers,الجيف,dögevők,pemulung,thối,leş,0.537459823899871,0.544768689110179,0.555269497870711,0.554391630084265,0.546307555678883,0.54112290806076,,,
18708,deplorable,يرثى,siralmas,menyedihkan,tệ_hại,içler,0.570557754431862,0.585574692909512,0.602317426564921,0.549699906916387,0.577418267590324,0.592181921291914,3.3,,
18715,pitfalls,مخاطر,csapdákat,perangkap,cạm_bẫy,tuzaklarla,0.646903907705663,0.661519658890047,0.664349875117868,0.626602361331746,0.658187859722534,0.654299936290146,,,
18717,mattered,يهمك,számított,penting,quan_trọng,önemliydi,0.55885937569413,0.566853007045959,0.568246541121451,0.556075250042529,0.557409561122379,0.563580781675813,,,
18730,dusted,الغبار,leporoltam,membersihkan,bụi,tozunu,0.577252825099764,0.487539763716899,0.474234426350268,0.533140766265007,0.534746042864898,0.507833958206335,,,
18731,breathed,تنفست,lélegeztem,menghirup,thở,yüzmedim,0.521767927482796,0.517779313589518,0.52497095347896,0.541880178363931,0.529442204391922,0.538566354006876,,,
18738,latch,المزلاج,reteszt,kait,chốt,mandalı,0.592817206628006,0.559037546320428,0.588537445408535,0.564558912035174,0.566656651438517,0.590844332432102,4.3,,
18740,sprouts,الكرنب,kelbimbót,tauge,cải,Brüksel,0.516634744769326,0.500094477559134,0.52326968423523,0.520485880813276,0.516497053615637,0.507978530422612,,,
18745,zed,زيد,Z-ig,Zed,zedd,Z,0.483056177236243,0.501150069764634,0.492948482111558,0.505919716676691,0.485186213649127,0.490745324511381,,,
18753,intents,النوايا,tekintetben,maksud,nghĩa,niyet,0.483183279968495,0.550345636392075,0.518657890099782,0.532656749305273,0.522551111121359,0.531806588461308,,,
18757,dishonesty,الأمانة,becstelenség,ketidakjujuran,dối_trá,sahtekarlığa,0.560971766228467,0.592450970848363,0.59137010622265,0.585047701858614,0.576002717278145,0.573965352801695,3.54545454545455,,
18765,irrigate,غسل,öntözni,mengairi,sông,sulamak,0.402481098091438,0.411705949876301,0.408079508733463,0.424097769937073,0.411422535597693,0.412792425271218,2.9,,
18770,swingin,لياقتي,szvingelni,berayun,quay_vòng_vòng,swing,0.506585162040123,0.492876781919187,0.514735455792444,0.513660341519404,0.52792780544135,0.513644571633514,,,
18780,calorie,الحرارية,kalória,kalori,calo,l,0.511234385535414,0.505154193711505,0.51006993594952,0.504115429982572,0.494615298215116,0.510108814153557,2.6,,
18792,sluice,السد,zsilipet,luapan,cống,bent,0.495104398951134,0.435950656468538,0.45421347803912,0.461422289110055,0.454151995812054,0.467999220174201,,,
18795,redhead,الشعر,vörös,merah,đỏ,kızıl,0.581786500948156,0.527495449443373,0.52705288302633,0.523800588970936,0.520318318642757,0.509267987493417,,,
18799,whiskers,شعيرات,bajsza,kumis,râu,bıyıkları,0.628153354954929,0.613201644311842,0.607996781045803,0.62931819535727,0.569211207228963,0.590202494084839,,,
18802,trembling,ترتجف,remeg,gemetar,run,Titriyorsun,0.576267669107416,0.555462158634691,0.544675053162181,0.561629329418277,0.531864443475963,0.538420076591288,,,
18805,werewolves,ضارية,vérfarkas,werewolf,sói,kurt,0.581708399881721,0.574119936657845,0.583228243430459,0.600584644695931,0.593214499127233,0.587254716357473,,,
18806,impersonate,شخصية,utánozni,meniru,đóng,taklit,0.550981172934521,0.578830727585752,0.583105352145015,0.559193998123941,0.571252159039041,0.578682132824542,,,
18812,gunning,العدة,vadászik,memacu,săn_đuổi,kolluyor,0.544412562504644,0.541162247461689,0.547644364264744,0.548706959182964,0.544631597274731,0.548130734809412,,,
18813,shortcuts,مختصرة,rövidebb,pintas,tắt,kestirme,0.551021130198866,0.575891704374344,0.572233423256174,0.587223200810841,0.5676359690062,0.565848634049139,,,
18816,singularly,الفريدة,vásároljon,mendapati,khác_thường,Bragg,0.656028295323432,0.661309792390831,0.670903646692149,0.656240603396001,0.642410455672437,0.667321381405144,,,
18819,sultry,""".‏",perzselő,gerah,*,şehvetli,0.267108808193721,0.581681705065174,0.587795282661078,0.324068586252861,0.569055275867167,0.576387057095862,4.25,,
18823,appreciates,يقدر,értékeli,menghargai,đánh_giá,takdir,0.621337701754445,0.630022974271419,0.625998700525976,0.587733770236626,0.610666737649623,0.625666316446511,,,
18853,tantamount,بمثابة,egyenértékű,Kemenangan,đồng_nghĩa,eşdeğer,0.537473020687779,0.58511464375854,0.577043698994149,0.487493693570707,0.555850281105537,0.57226793901446,2,,
18855,safekeeping,لحفظها,megőrzésre,diamankan,an_toàn,saklaması,0.536409874966956,0.535889286834161,0.5381981499568,0.517041600724459,0.53438723440057,0.538225114063839,,,
18856,buzzing,يطن,zümmögő,berdengung,vo_ve,vızıltı,0.605700936851266,0.594266169814753,0.588672123840124,0.603255842622135,0.587703098703081,0.599819996627703,,4.333333333,
18863,leniency,التساهل,enyhítést,keringanan,khoan_hồng,hoşgörü,0.540022023700599,0.582495990142385,0.576365252438981,0.566150844171675,0.554432005280309,0.573287805512494,3.8,,
18864,daydream,يقظة,álmodozni,melamun,mơ_mộng,hayallere,0.579741741001612,0.526801652206,0.535560015873998,0.559589040485903,0.521608506500936,0.530607489707698,3.7,,
18869,inflate,البالون,felfújni,mengembang,thổi_phồng,şişirmek,0.58823280734533,0.595777351525069,0.596614721732152,0.592727574897569,0.595927703409903,0.594179077125346,,,
18871,civilisations,الحضارات,civilizációk,peradaban,văn_minh,uygarlıkların,0.433701480677641,0.444136089821404,0.449239301101948,0.443105438502866,0.455043414531431,0.442963393859137,,,
18878,deciphered,فك,megfejtettem,diuraikan,giải_mã,deşifre,0.439139867790446,0.465321375207055,0.455001772067092,0.397954068603582,0.444965305660458,0.452917883713321,,,
18879,floored,جمالى,Zavarban,terjatuh,hạ,ağzım,0.459393745703967,0.471701936406322,0.459114595122978,0.513950965752152,0.483419665310531,0.502244222925336,,,
18881,urchin,قنفذ,csibész,landak,ranh_con,kestanesi,0.506109679588389,0.515554106007709,0.507190551529301,0.535107859730226,0.485425515299279,0.525443485969359,,,
18884,firstborn,البكر,elsőszülött,sulung,đầu_lòng,doğan,0.471412694914,0.480101849377747,0.479148334611149,0.468200258376814,0.480825561370388,0.479574802668305,3.3,,
18885,untouchable,المساس,érinthetetlen,tersentuh,bất_khả,dokunulmaz,0.531413501574857,0.51977201827372,0.525145848436426,0.526690773099158,0.52564347399603,0.525641942801948,,,
18887,substantiate,اثباته,alátámasztani,memperkuat,chứng_minh,kanıtlayabilirsiniz,0.490067236994727,0.549090270505632,0.538888409887301,0.502707054896663,0.527083304755893,0.539564797495275,2.6,,
18891,headlight,مصباح,fényszóró,lampu,đèn,far,0.506205728044661,0.481777327725456,0.504773822111462,0.526198616761371,0.514075940722895,0.484181907591035,3.45454545454545,,
18896,fertiliser,سماد,trágya,pupuk,phân_bón,gübre,0.436072810101448,0.42631234237679,0.428541078828276,0.436433307269799,0.426243328762044,0.420768287105019,,,
18900,rainstorm,عاصفة,felhőszakadás,badai,cơn,fırtınası,0.606232364140611,0.557956507241254,0.594534405826939,0.598952778545572,0.57361066608459,0.572920372860381,5.1,,
18901,lug,العروة,cipelnem,mur,khiêng,bijon,0.466678113611575,0.429485897068999,0.47831114509886,0.46176458501046,0.450865769329375,0.471673600681016,4.6,,
18903,scum,حثالة,söpredék,sampah,cặn_bã,pislikler,0.587646992971127,0.560994642882706,0.575197237883983,0.600837573467597,0.559261394985921,0.586635766964935,5.45454545454545,,
18910,hiss,همسة,sziszegő,mendesis,rít,ıslık,0.529054715816522,0.510371570661137,0.504955015351002,0.505867190670944,0.509413427166955,0.521985825683618,,4.153846154,
18913,putsch,الأنقلاب,puccs,pemberontakan,cuộc,ayaklanma,0.374265149360226,0.386359035116743,0.406636705529244,0.404430366968126,0.401169886250201,0.396087495355139,3.5,,
